User NSID,score,pid,matched_aid
10245967@N07,5.158987,915,75
10245967@N07,4.6437054,701,73
10245967@N07,4.6959276,915,75
10245967@N07,4.4722605,497,83
10245967@N07,5.0023165,317,65
10245967@N07,4.8366547,151,68
10245967@N07,4.4721537,320,69
10245967@N07,4.628148,151,68
10245967@N07,4.530954,497,83
10245967@N07,4.6562395,497,83
10245967@N07,4.906894,155,68
10245967@N07,4.462426,497,83
10245967@N07,4.4983544,320,69
10245967@N07,4.929863,317,65
10245967@N07,4.7036595,151,68
10245967@N07,4.629394,495,83
10245967@N07,5.0445986,915,75
10245967@N07,4.9249306,155,68
10245967@N07,4.7242928,915,75
10245967@N07,4.682582,151,68
10245967@N07,4.605758,317,65
10245967@N07,5.103398,497,83
10245967@N07,5.0288267,497,83
10245967@N07,4.4210563,151,68
10245967@N07,4.1260123,232,72, 88
10245967@N07,5.030995,497,83
10245967@N07,3.9879346,497,83
10245967@N07,5.3129807,155,68
10245967@N07,4.780121,497,83
10245967@N07,5.0550756,317,65
10245967@N07,4.5843844,317,65
10245967@N07,4.751704,151,68
10245967@N07,4.6602507,317,65
10245967@N07,4.779643,317,65
10245967@N07,4.797473,317,65
10245967@N07,5.054965,317,65
10245967@N07,4.688767,317,65
10245967@N07,4.737124,155,68
10245967@N07,4.414114,497,83
10245967@N07,5.4594045,155,68
10245967@N07,4.7993717,915,75
10245967@N07,4.6557727,320,69
10245967@N07,4.574514,155,68
10245967@N07,5.0895677,497,83
10245967@N07,5.102847,497,83
10245967@N07,4.877898,317,65
10245967@N07,4.1959863,915,75
10245967@N07,4.979886,497,83
10245967@N07,5.169424,317,65
10245967@N07,4.7789555,155,68
10245967@N07,4.684598,915,75
10245967@N07,4.743623,915,75
10245967@N07,4.854658,497,83
10245967@N07,4.997533,151,68
10245967@N07,5.0258055,151,68
10245967@N07,4.6283712,497,83
10245967@N07,4.5295773,151,68
10245967@N07,4.632373,501,83
10245967@N07,4.696821,151,68
10245967@N07,4.9382067,151,68
10245967@N07,5.167287,155,68
10245967@N07,4.817133,497,83
10245967@N07,4.6550703,497,83
10245967@N07,5.0274053,155,68
10245967@N07,5.091548,317,65
10245967@N07,4.4337873,701,73
10245967@N07,4.8831964,151,68
10245967@N07,4.558137,151,68
10245967@N07,5.3486133,151,68
10245967@N07,4.617217,915,75
10245967@N07,4.164451,317,65
10245967@N07,4.64276,495,83
10245967@N07,4.0820327,317,65
10245967@N07,3.86904,497,83
10245967@N07,4.7656746,151,68
10245967@N07,5.4836135,151,68
10245967@N07,4.700163,497,83
10245967@N07,4.832532,497,83
10245967@N07,4.5712075,155,68
10245967@N07,4.9055605,151,68
10245967@N07,4.8697095,155,68
10245967@N07,5.3734946,495,83
10245967@N07,4.608858,915,75
10245967@N07,4.767662,317,65
10245967@N07,4.8428936,155,68
10245967@N07,4.509595,915,75
10245967@N07,5.247564,497,83
10245967@N07,4.9426117,497,83
10245967@N07,4.6657414,501,83
10245967@N07,5.2029686,151,68
10245967@N07,5.428463,317,65
10245967@N07,5.4120708,317,65
10245967@N07,4.3277464,497,83
10245967@N07,4.7336926,155,68
10245967@N07,5.5083976,155,68
10245967@N07,4.850398,497,83
10245967@N07,4.916623,151,68
10245967@N07,4.957839,317,65
10245967@N07,5.1075964,497,83
10245967@N07,5.030195,497,83
10245967@N07,5.036889,151,68
10245967@N07,4.7374954,497,83
10245967@N07,5.286133,497,83
10245967@N07,4.7089295,151,68
10245967@N07,5.287622,708,73
10245967@N07,4.7343483,317,65
10245967@N07,4.672759,497,83
10245967@N07,4.79757,915,75
10245967@N07,4.727516,497,83
10245967@N07,5.1738076,151,68
10245967@N07,5.341298,151,68
10245967@N07,4.6322947,151,68
10245967@N07,4.514882,497,83
10245967@N07,4.106016,497,83
10245967@N07,4.469728,317,65
10245967@N07,4.9290004,497,83
10245967@N07,4.5461574,319,69
10245967@N07,5.0442076,317,65
10245967@N07,4.841833,701,73
10245967@N07,5.375248,497,83
10245967@N07,4.7800903,497,83
10245967@N07,4.7550087,317,65
10245967@N07,4.867898,317,65
10245967@N07,4.873424,317,65
10245967@N07,5.169749,155,68
10245967@N07,4.5030603,320,69
10245967@N07,4.4134173,501,83
10245967@N07,4.298896,421,79
10245967@N07,4.305802,317,65
10245967@N07,4.5167847,155,68
10245967@N07,4.887067,915,75
10245967@N07,4.240657,155,68
10245967@N07,5.132099,497,83
10245967@N07,4.9635935,317,65
10245967@N07,4.899468,155,68
10245967@N07,4.7007694,317,65
10245967@N07,4.8399158,317,65
10245967@N07,4.5144897,497,83
10245967@N07,4.2818937,701,73
10245967@N07,4.727541,497,83
10245967@N07,4.6818557,317,65
10245967@N07,4.7898054,232,72, 88
10245967@N07,4.4599514,155,68
10245967@N07,5.0382442,317,65
10245967@N07,4.762155,151,68
10245967@N07,4.589734,155,68
10245967@N07,4.9817114,155,68
10245967@N07,4.760009,497,83
10245967@N07,4.9028616,317,65
10245967@N07,4.8157644,320,69
10245967@N07,4.399268,701,73
10245967@N07,4.371045,317,65
10245967@N07,5.6112633,151,68
10245967@N07,4.259506,317,65
10245967@N07,4.926271,151,68
10245967@N07,4.830037,497,83
10245967@N07,4.3179774,495,83
10245967@N07,4.4651766,497,83
10245967@N07,4.9699025,317,65
10245967@N07,5.44218,497,83
10245967@N07,4.7858553,497,83
10245967@N07,5.052066,320,69
10245967@N07,4.6290092,155,68
10245967@N07,4.9530983,497,83
10245967@N07,5.231652,320,69
10245967@N07,4.631531,155,68
10245967@N07,5.23496,151,68
10245967@N07,4.953877,155,68
10245967@N07,4.803647,915,75
10245967@N07,4.3729496,497,83
10245967@N07,4.923411,497,83
10245967@N07,4.66142,497,83
10245967@N07,4.4301815,320,69
10245967@N07,4.721902,155,68
10245967@N07,4.5482974,155,68
10245967@N07,4.6717505,317,65
10245967@N07,5.0705724,151,68
10245967@N07,4.0938473,497,83
10245967@N07,4.927636,155,68
10245967@N07,5.2484818,497,83
10245967@N07,4.6918955,317,65
10245967@N07,4.7302895,151,68
10245967@N07,4.8985486,151,68
10245967@N07,4.302634,317,65
10245967@N07,4.777892,317,65
10245967@N07,5.002819,317,65
10245967@N07,4.643307,497,83
10245967@N07,4.8138027,497,83
10245967@N07,4.9482,317,65
10245967@N07,4.87672,151,68
10245967@N07,4.727768,317,65
10245967@N07,4.80615,151,68
10245967@N07,5.092277,497,83
10245967@N07,4.9913154,497,83
10245967@N07,4.806358,317,65
10245967@N07,4.611726,497,83
10245967@N07,4.3498983,497,83
10245967@N07,4.7408113,317,65
10245967@N07,4.6817904,317,65
10245967@N07,4.6039963,151,68
10245967@N07,5.115853,151,68
10245967@N07,4.4140253,497,83
10245967@N07,4.6300087,151,68
10245967@N07,4.7723465,151,68
10245967@N07,4.660411,497,83
10245967@N07,5.158242,497,83
10245967@N07,5.069262,317,65
10245967@N07,4.1773734,151,68
10245967@N07,4.7421913,708,73
10245967@N07,5.1235847,497,83
10245967@N07,4.8832493,497,83
10245967@N07,4.9468026,317,65
10245967@N07,4.7208486,497,83
10245967@N07,4.737266,151,68
10245967@N07,4.902112,151,68
10245967@N07,4.755869,317,65
10245967@N07,4.9403677,155,68
10245967@N07,4.8327103,497,83
10245967@N07,5.1699357,317,65
10245967@N07,4.6471806,155,68
10245967@N07,4.8166895,317,65
10245967@N07,4.790391,497,83
10245967@N07,4.5604753,317,65
10245967@N07,4.969083,317,65
10245967@N07,4.26353,155,68
10245967@N07,4.981747,497,83
10245967@N07,5.225722,495,83
10245967@N07,4.7788057,495,83
10245967@N07,4.8965244,155,68
10245967@N07,4.53821,497,83
10245967@N07,5.4141746,317,65
10245967@N07,4.9599867,497,83
10245967@N07,4.8636866,497,83
10245967@N07,4.6023355,151,68
10245967@N07,4.244219,151,68
10245967@N07,5.194546,497,83
10245967@N07,4.5612936,497,83
10245967@N07,4.86178,497,83
10245967@N07,4.5672655,317,65
10245967@N07,4.5694675,151,68
10245967@N07,4.649068,317,65
10245967@N07,5.1713786,151,68
10245967@N07,5.0473413,317,65
10245967@N07,4.4430532,497,83
10245967@N07,5.055154,317,65
10245967@N07,5.4338126,497,83
10245967@N07,4.92994,497,83
10245967@N07,4.7258286,317,65
10245967@N07,4.581716,151,68
10245967@N07,5.348448,497,83
10245967@N07,4.825653,497,83
10245967@N07,5.0625134,497,83
10245967@N07,4.499756,495,83
10245967@N07,4.9343762,497,83
10245967@N07,4.9483423,497,83
10245967@N07,4.9726887,421,79
10245967@N07,5.0433526,915,75
10245967@N07,5.1126103,155,68
10245967@N07,4.923804,232,72, 88
10245967@N07,4.747873,317,65
10245967@N07,4.723942,155,68
10297518@N00,4.8764906,368,76
10297518@N00,4.8052673,435,52
10297518@N00,4.850181,353,76
10297518@N00,4.7194705,435,52
10297518@N00,5.317235,57,58
10297518@N00,4.9702044,435,52
10297518@N00,4.8707066,435,52
10297518@N00,4.377581,59,58
10297518@N00,5.0756173,353,76
10297518@N00,4.969967,435,52
10297518@N00,5.289383,353,76
10297518@N00,4.7129955,57,58
10297518@N00,4.8115215,353,76
10297518@N00,5.1526604,222,88
10297518@N00,4.6076956,367,76
10297518@N00,5.283801,368,76
10297518@N00,4.60813,57,58
10297518@N00,4.8080277,222,88
10297518@N00,5.0803347,353,76
10297518@N00,5.7720547,57,58
10297518@N00,5.247552,57,58
10297518@N00,5.451447,57,58
10297518@N00,5.2751966,353,76
10297518@N00,5.2034307,59,58
10297518@N00,5.3237605,367,76
10297518@N00,5.386143,57,58
10297518@N00,5.4583335,353,76
10297518@N00,5.19077,435,52
10297518@N00,4.474229,435,52
10297518@N00,4.60503,435,52
10297518@N00,5.2390356,353,76
10297518@N00,5.415417,222,88
10297518@N00,4.9013643,367,76
10297518@N00,5.0083013,222,88
10297518@N00,4.690811,435,52
10297518@N00,4.6727467,222,88
10297518@N00,5.7088165,57,58
10297518@N00,5.526342,353,76
10297518@N00,4.21006,435,52
10297518@N00,4.739806,353,76
10297518@N00,4.622978,222,88
10297518@N00,4.4409747,353,76
10297518@N00,5.6054792,57,58
10297518@N00,4.4505944,435,52
10297518@N00,4.454998,353,76
10297518@N00,4.8646173,57,58
10297518@N00,5.0033436,435,52
10297518@N00,5.1172957,435,52
10297518@N00,4.8762083,435,52
10297518@N00,4.7208195,353,76
10297518@N00,5.0370684,222,88
10297518@N00,5.64536,57,58
10297518@N00,5.023848,60,58
10297518@N00,5.099488,353,76
10297518@N00,4.451726,435,52
10297518@N00,4.894144,353,76
10297518@N00,4.848514,60,58
10297518@N00,5.6230106,57,58
10297518@N00,4.819993,353,76
10297518@N00,5.332979,353,76
10297518@N00,5.0660863,59,58
10297518@N00,5.0404587,353,76
10297518@N00,4.951172,222,88
10297518@N00,4.8856,353,76
10297518@N00,5.51733,57,58
10297518@N00,4.7655888,353,76
10297518@N00,5.384285,222,88
10297518@N00,5.2621584,435,52
10297518@N00,5.0065618,57,58
10297518@N00,4.69147,353,76
10297518@N00,4.9038134,353,76
10297518@N00,5.1047077,57,58
10297518@N00,5.6076584,60,58
10297518@N00,5.3724713,57,58
10297518@N00,4.9944615,353,76
10297518@N00,5.037196,435,52
10297518@N00,5.216128,222,88
10297518@N00,5.144615,435,52
10297518@N00,5.052229,435,52
10297518@N00,5.4337063,222,88
10297518@N00,5.5492015,340,76
10297518@N00,5.0237036,353,76
10297518@N00,4.830741,222,88
10297518@N00,4.844221,353,76
10297518@N00,4.670929,367,76
10297518@N00,4.9288893,222,88
10297518@N00,5.4837847,60,58
10297518@N00,5.0015526,57,58
10297518@N00,4.61468,57,58
10297518@N00,4.8801346,368,76
10297518@N00,5.474694,353,76
10297518@N00,5.1499333,59,58
10297518@N00,5.2229977,222,88
10297518@N00,5.680206,57,58
10297518@N00,5.5649853,57,58
10297518@N00,5.239658,60,58
10297518@N00,5.6579275,57,58
10297518@N00,4.721734,59,58
10297518@N00,4.894591,435,52
10297518@N00,4.8583665,435,52
10297518@N00,4.6364927,435,52
10297518@N00,5.002955,367,76
10297518@N00,5.6360517,57,58
10297518@N00,4.8748584,353,76
10297518@N00,4.7815223,435,52
10297518@N00,4.89592,353,76
10297518@N00,5.2959294,57,58
10297518@N00,4.9891996,57,58
10297518@N00,4.9141865,222,88
10297518@N00,4.925761,59,58
10297518@N00,4.47237,435,52
10297518@N00,4.814986,222,88
10297518@N00,4.4976254,57,58
10297518@N00,5.126874,222,88
10307040@N08,4.5065813,278,88
10307040@N08,4.9345765,937,8
10307040@N08,4.297147,626,10
10307040@N08,5.137592,210,88
10307040@N08,4.7568936,1294,6
10307040@N08,4.6448755,202,72
10307040@N08,4.9362793,194,71
10307040@N08,4.6800194,1293,6
10307040@N08,4.4806004,937,8
10307040@N08,4.3479996,295,64
10307040@N08,3.6656368,191,88
10307040@N08,4.4688034,590,16, 17
10307040@N08,4.882411,191,88
10307040@N08,4.325582,295,64
10332960@N03,4.2273526,425,79
10332960@N03,4.383296,425,79
10332960@N03,4.3885727,425,79
10332960@N03,4.0539904,425,79
10332960@N03,4.533571,425,79
10332960@N03,4.6484003,425,79
10332960@N03,4.912755,425,79
10332960@N03,4.47841,425,79
10332960@N03,4.8477955,425,79
10340578@N06,5.4696703,594,10, 13, 20
10340578@N06,4.866658,200,72
10340578@N06,4.8645067,260,88
10340578@N06,5.4727535,293,72
10340578@N06,5.2118373,459,54
10340578@N06,5.1470237,559,13, 20
10340578@N06,5.9468775,222,88
10340578@N06,5.1574125,442,54
10340578@N06,4.79985,303,72
10340578@N06,5.4910736,559,13, 20
10340578@N06,5.4915695,631,20
10340578@N06,5.1296816,281,88
10340578@N06,5.185594,459,54
10340578@N06,4.5020647,194,71
10340578@N06,5.2050676,442,54
10340578@N06,5.815531,222,88
10340578@N06,4.9894066,456,54
10340578@N06,5.2220693,559,13, 20
10340578@N06,5.408894,303,72
10340578@N06,5.0937753,303,72
10340578@N06,4.632272,438,54
10340578@N06,5.570026,200,72
10340578@N06,5.035283,303,72
10340578@N06,5.159228,293,72
10340578@N06,5.2021656,200,72
10340578@N06,4.617752,559,13, 20
10340578@N06,5.0528374,443,54
10340578@N06,4.6163874,456,54
10340578@N06,4.9925675,151,68
10340578@N06,4.8304462,152,68
10340578@N06,4.7739487,151,68
10340578@N06,4.937683,340,76
10340578@N06,5.0287004,459,54
10340578@N06,5.2867055,442,54
10340578@N06,4.87606,281,88
10340578@N06,4.935182,152,68
10340578@N06,4.7214155,443,54
10340578@N06,4.9920754,151,68
10340578@N06,5.1983414,442,54
10340578@N06,5.560903,593,13, 20
10340578@N06,4.9736905,194,71
10340578@N06,5.6160975,222,88
10340578@N06,4.7086,630,20
10340578@N06,5.119694,559,13, 20
10340578@N06,4.6347036,593,13, 20
10340578@N06,5.333426,155,68
10340578@N06,4.903281,615,10, 20
10340578@N06,6.158049,151,68
10340578@N06,5.035392,152,68
10340578@N06,5.8864307,232,72, 88
10340578@N06,5.4696703,594,10, 13, 20
10340578@N06,5.4541917,155,68
10340578@N06,5.0140324,303,72
10340578@N06,5.2867055,442,54
10340578@N06,5.0140324,303,72
10340578@N06,5.6038313,151,68
10340578@N06,4.874887,303,72
10340578@N06,5.8866086,222,88
10340578@N06,4.858655,281,88
10340578@N06,5.5897536,200,72
10340578@N06,4.650238,630,20
10340578@N06,4.9736905,194,71
10340578@N06,5.2954187,442,54
10340578@N06,5.6619797,222,88
10340578@N06,4.929657,458,54
10340578@N06,5.173504,410,81
10340578@N06,4.929657,458,54
10340578@N06,5.326783,293,72
10340578@N06,4.9774523,458,54
10340578@N06,5.1873617,593,13, 20
10340578@N06,5.3234115,622,10, 20
10340578@N06,5.2118373,459,54
10340578@N06,5.2954187,442,54
10340578@N06,4.8534946,458,54
10340578@N06,5.0652885,442,54
10340578@N06,6.0326147,593,13, 20
10340578@N06,4.847268,559,13, 20
10340578@N06,5.434961,151,68
10340578@N06,5.3245163,458,54
10340578@N06,5.185594,459,54
10340578@N06,5.3793936,222,88
10340578@N06,4.8693037,281,88
10340578@N06,5.0652885,442,54
10340578@N06,5.201376,151,68
10340578@N06,5.266702,281,88
10340578@N06,5.2111373,303,72
10340578@N06,5.6891475,200,72
10340578@N06,5.617323,303,72
10340578@N06,5.4045467,189,63, 64
10340578@N06,5.366288,222,88
10340578@N06,5.5547695,340,76
10340578@N06,5.348594,303,72
10340578@N06,5.4872985,151,68
10340578@N06,4.8645067,260,88
10340578@N06,5.0107307,458,54
10340578@N06,5.617323,303,72
10340578@N06,5.2050676,442,54
10340578@N06,5.390563,340,76
10340578@N06,4.6195993,593,13, 20
10340578@N06,5.535168,155,68
10340578@N06,5.0650826,615,10, 20
10340578@N06,4.954773,593,13, 20
10340578@N06,4.858655,281,88
10340578@N06,5.145343,151,68
10340578@N06,5.200772,151,68
10340578@N06,4.457185,442,54
103622886@N07,4.849115,83,33
103622886@N07,4.402135,83,33
103622886@N07,4.521475,83,33
103622886@N07,4.9458675,83,33
103622886@N07,4.304373,83,33
103622886@N07,4.3369102,83,33
103622886@N07,4.174217,83,33
103622886@N07,4.5545235,447,52
103622886@N07,4.69366,83,33
103622886@N07,4.6109123,83,33
103622886@N07,3.8123534,83,33
103622886@N07,4.2656994,83,33
103622886@N07,4.448693,292,64
103622886@N07,4.155005,83,33
103622886@N07,4.5946655,83,33
103622886@N07,5.0044994,83,33
103622886@N07,4.7005987,83,33
103622886@N07,4.1352115,83,33
103622886@N07,4.4549465,175,61
103622886@N07,5.162421,447,52
103622886@N07,4.03086,83,33
103622886@N07,4.2388897,83,33
103622886@N07,5.0654335,83,33
103622886@N07,4.2795224,83,33
103622886@N07,4.140621,83,33
103622886@N07,4.3823624,83,33
103622886@N07,4.9968767,447,52
103622886@N07,4.5433645,83,33
103622886@N07,4.426005,292,64
103622886@N07,4.7877045,175,61
10408648@N05,6.522113,151,68
10422365@N03,5.009393,410,81
10471642@N04,4.9213414,626,10
10471642@N04,5.731761,104,30
10471642@N04,4.576003,758,77
10471642@N04,5.0501013,786,57
10471642@N04,5.2360215,626,10
10471642@N04,5.1795073,758,77
10471642@N04,4.86222,1051,19
10471642@N04,5.2490525,560,20
10471642@N04,4.889375,758,77
10471642@N04,4.6527996,758,77
10471642@N04,4.999424,59,58
105106606@N05,5.517455,25,43
105106606@N05,5.8994346,368,76
105106606@N05,5.803617,107,30
105106606@N05,4.953403,639,28
10684196@N04,4.9012547,698,41
10684196@N04,4.5908284,435,52
10684196@N04,5.222367,435,52
10684196@N04,5.212741,435,52
10684196@N04,5.46387,123,30
10684196@N04,5.5455523,123,30
10684196@N04,4.6082125,123,30
10684196@N04,4.9006453,123,30
10684196@N04,4.724118,155,68
10684196@N04,4.426759,123,30
10727420@N00,4.910039,420,79
10727420@N00,4.9965076,151,68
10727420@N00,4.5287037,608,10, 13
10727420@N00,4.495371,421,79
10727420@N00,4.6992054,155,68
10727420@N00,3.9536018,697,41
10727420@N00,4.8241534,1293,6
10727420@N00,5.4836326,323,70
10727420@N00,4.685029,421,79
10727420@N00,4.319065,688,41
10727420@N00,4.5302753,130,30
10727420@N00,4.372857,697,41
10727420@N00,4.130078,1293,6
10727420@N00,3.2288322,626,10
10727420@N00,4.774308,610,10, 13
10727420@N00,4.6538143,687,41
10727420@N00,4.3823333,688,41
10727420@N00,2.5980022,151,68
10727420@N00,4.759696,689,41
10727420@N00,5.0565577,679,41
10727420@N00,4.981806,679,41
10727420@N00,4.634905,689,41
10727420@N00,5.0754375,214,88
10727420@N00,4.561765,322,70
10727420@N00,4.8286037,482,26
10727420@N00,4.7911367,156,68
10727420@N00,4.672948,697,41
10727420@N00,4.6428704,151,68
10727420@N00,4.2011576,610,10, 13
10727420@N00,4.1601634,464,26
10727420@N00,4.7519584,189,63, 64
10727420@N00,4.682968,482,26
10727420@N00,3.9745672,697,41
10727420@N00,4.5458527,1293,6
10727420@N00,4.7378902,151,68
10727420@N00,4.137558,466,26
10727420@N00,2.7461548,421,79
10727420@N00,5.368107,234,88
10727420@N00,4.8531284,327,70
10727420@N00,4.74057,234,88
10727420@N00,5.0860124,151,68
10727420@N00,4.5106435,210,88
10727420@N00,4.8863297,151,68
10727420@N00,4.7281723,689,41
10727420@N00,5.2814565,151,68
10727420@N00,5.201797,625,10, 14
10727420@N00,4.879,679,41
10727420@N00,4.7072115,234,88
10727420@N00,4.705579,151,68
10727420@N00,4.8508515,421,79
10727420@N00,4.272583,1293,6
10727420@N00,4.8416934,210,88
10727420@N00,4.521056,697,41
10727420@N00,5.104205,151,68
10727420@N00,4.930646,420,79
10727420@N00,2.532185,1293,6
10727420@N00,3.0051565,421,79
10727420@N00,4.166139,610,10, 13
10727420@N00,4.955565,234,88
10727420@N00,4.3307924,675,41
10727420@N00,4.1056175,696,41
10727420@N00,4.2758822,689,41
10727420@N00,4.3437085,1293,6
10727420@N00,5.0781384,210,88
10727420@N00,4.7531548,155,68
10727420@N00,4.239559,482,26
10727420@N00,4.5619187,425,79
10727420@N00,4.4162216,680,41
10727420@N00,4.4854484,626,10
10727420@N00,3.5261784,104,30
10727420@N00,4.3495245,1293,6
10727420@N00,4.4554024,610,10, 13
10727420@N00,4.0551977,421,79
10727420@N00,4.7679005,1293,6
10727420@N00,4.4097443,687,41
10727420@N00,4.746274,155,68
10727420@N00,4.830465,104,30
10727420@N00,5.2711053,610,10, 13
10727420@N00,4.776697,679,41
10727420@N00,4.998029,151,68
10727420@N00,4.88645,210,88
10727420@N00,4.578473,689,41
10727420@N00,3.3055875,689,41
10727420@N00,5.1580143,156,68
10727420@N00,4.5609884,327,70
10727420@N00,4.499951,688,41
10727420@N00,4.137854,694,41
10727420@N00,5.2943864,155,68
10727420@N00,5.369897,135,30
10727420@N00,5.3545957,155,68
10727420@N00,4.415423,626,10
10727420@N00,5.242686,155,68
10727420@N00,4.8675413,155,68
10727420@N00,4.3326855,1293,6
10727420@N00,5.4246874,625,10, 14
10727420@N00,4.5866523,420,79
10727420@N00,4.6056337,214,88
10727420@N00,5.1365476,322,70
10727420@N00,5.1161084,425,79
10727420@N00,4.4818935,675,41
10727420@N00,4.885456,420,79
10727420@N00,4.449999,1293,6
10727420@N00,4.2225595,482,26
10727420@N00,4.4441433,151,68
10727420@N00,4.2629213,689,41
10727420@N00,4.192929,1293,6
10727420@N00,5.0936513,689,41
10727420@N00,4.917868,679,41
10727420@N00,4.8001447,420,79
10727420@N00,4.2892947,692,41
10727420@N00,4.2798996,696,41
10727420@N00,5.227647,155,68
10727420@N00,3.2016816,626,10
10727420@N00,4.6580553,155,68
10727420@N00,4.5381866,1293,6
10727420@N00,5.292346,322,70
10727420@N00,4.348746,156,68
10727420@N00,4.3230124,688,41
10727420@N00,4.8736324,420,79
10727420@N00,4.7159405,610,10, 13
10727420@N00,4.1076474,482,26
10727420@N00,4.9613705,689,41
10727420@N00,4.6196012,461,26
10727420@N00,4.497979,482,26
10727420@N00,5.0422964,1293,6
10727420@N00,4.4586864,466,26
