,uid,datetime,,lng,lat
399,39,19,41,135.7679695,35.016412
400,40,8,0,135.818413,34.9917495
401,40,8,24,135.7800615,34.96749
402,40,9,48,135.818413,34.9917495
403,40,10,46,135.8227825,34.995833
404,40,11,32,135.792265,35.0104415
405,40,13,57,135.818413,34.9917495
406,40,14,38,135.8227825,34.995833
407,40,15,5,135.818413,34.9917495
408,40,16,48,135.779793,34.9968395
409,40,18,38,135.818413,34.9917495
410,40,19,49,135.779793,34.9968395
411,41,8,0,135.818413,34.9917495
412,41,8,37,135.781704,35.0102175
413,41,14,19,135.779615,35.0256915
414,41,15,32,135.781704,35.0102175
415,41,16,41,135.754661,34.985201
416,41,17,31,135.756622,34.987583
417,41,18,20,135.781704,35.0102175
418,41,18,46,135.756622,34.987583
419,42,8,0,135.7828155,35.0130485
420,42,8,43,135.781704,35.0102175
421,42,9,7,135.7828155,35.0130485
422,42,9,53,135.781704,35.0102175
423,42,12,6,135.787039,35.01212
424,42,14,6,135.781704,35.0102175
425,42,14,27,135.7828155,35.0130485
426,42,15,59,135.787039,35.01212
427,42,16,28,135.781704,35.0102175
428,42,16,52,135.787039,35.01212
429,42,18,11,135.781704,35.0102175
430,43,8,0,135.7517045,35.0186945
431,43,8,23,135.749473,35.0139545
432,43,9,42,135.7497795,35.010972
433,44,8,0,135.6814325,35.0177845
434,44,8,41,135.677087,35.0163655
435,44,9,21,135.67436,35.015765
436,44,10,1,135.6701645,35.020495
437,44,14,27,135.677087,35.0163655
438,44,14,51,135.67436,35.015765
439,44,17,35,135.677515,35.01021
440,44,18,9,135.677087,35.0163655
441,44,18,37,135.677515,35.01021
442,45,8,0,135.773683,34.979879
443,45,8,25,135.770812,34.9801695
444,45,9,24,135.773683,34.979879
445,45,11,21,135.770812,34.9801695
446,45,11,49,135.754661,34.985201
447,45,12,49,135.756622,34.987583
448,45,13,31,135.754661,34.985201
449,45,14,0,135.756622,34.987583
450,45,14,22,135.754661,34.985201
451,45,14,48,135.773683,34.979879
452,45,16,54,135.754661,34.985201
453,45,17,24,135.756622,34.987583
454,45,17,51,135.773683,34.979879
455,45,18,13,135.756622,34.987583
456,45,19,56,135.754661,34.985201
457,46,8,0,135.830634,35.065234
458,46,8,20,135.7634075,35.0223815
459,46,17,57,135.754661,34.985201
460,46,19,23,135.756622,34.987583
461,47,8,0,135.782616,35.060665
462,47,8,21,135.76222,35.048933
463,47,15,58,135.782616,35.060665
464,47,16,39,135.76222,35.048933
465,47,17,48,135.7570505,35.0037495
466,47,18,14,135.756622,34.987583
467,47,18,49,135.76222,35.048933
468,47,19,12,135.756622,34.987583
469,47,19,45,135.754661,34.985201
470,48,8,0,135.7856925,35.0537035
471,48,8,27,135.789744,35.0505105
472,48,10,16,135.7856925,35.0537035
473,48,10,50,135.76222,35.048933
474,48,11,56,135.789744,35.0505105
475,48,13,24,135.76222,35.048933
476,48,13,55,135.7856925,35.0537035
477,48,14,56,135.789744,35.0505105
478,48,16,5,135.76222,35.048933
479,48,18,34,135.7856925,35.0537035
480,48,19,8,135.76222,35.048933
481,49,8,0,135.8108285,34.951979
482,49,8,27,135.771,35.0003615
483,49,8,50,135.7634075,35.0223815
484,49,10,6,135.8108285,34.951979
485,49,10,47,135.765176,34.9962555
486,50,8,0,135.804262,34.8920415
487,50,8,20,135.807436,34.8900065
488,50,9,58,135.804262,34.8920415
489,50,11,11,135.807436,34.8900065
490,50,11,48,135.804262,34.8920415
491,50,12,29,135.765176,34.9962555
492,50,12,49,135.804262,34.8920415
493,50,13,24,135.807436,34.8900065
494,50,14,45,135.804262,34.8920415
495,50,17,39,135.765176,34.9962555
496,50,18,3,135.807436,34.8900065
497,51,8,0,135.708116,35.01627
498,51,9,36,135.706794,35.014965
499,51,13,45,135.708116,35.01627
500,51,15,14,135.706794,35.014965
501,51,16,25,135.708116,35.01627
502,51,16,47,135.706794,35.014965
503,51,17,21,135.708116,35.01627
504,52,8,0,135.8227825,34.995833
505,52,8,25,135.818413,34.9917495
506,52,8,53,135.8227825,34.995833
507,52,12,34,135.818413,34.9917495
508,52,16,28,135.8227825,34.995833
509,52,16,52,135.818413,34.9917495
510,52,17,30,135.8227825,34.995833
511,52,18,4,135.818413,34.9917495
512,52,18,28,135.8227825,34.995833
513,53,8,0,135.5922855,35.0121675
514,53,10,14,135.6814325,35.0177845
515,53,10,42,135.677087,35.0163655
516,53,11,2,135.6814325,35.0177845
517,53,12,33,135.5922855,35.0121675
518,53,12,58,135.6814325,35.0177845
519,53,13,33,135.677087,35.0163655
520,53,14,58,135.6814325,35.0177845
521,53,18,2,135.677087,35.0163655
522,54,8,0,135.766483,35.1196245
523,54,9,40,135.7517045,35.0186945
524,54,11,24,135.7679695,35.016412
525,54,12,11,135.7517045,35.0186945
526,54,12,36,135.7679695,35.016412
527,54,14,17,135.7730015,35.0177695
528,54,15,4,135.766483,35.1196245
529,54,15,27,135.7517045,35.0186945
530,54,16,26,135.7679695,35.016412
531,54,19,6,135.766483,35.1196245
532,54,19,28,135.756622,34.987583
533,55,8,0,135.7715805,34.9919985
534,55,8,20,135.765176,34.9962555
535,55,9,0,135.7715805,34.9919985
536,55,9,35,135.765176,34.9962555
537,55,10,1,135.7715805,34.9919985
538,55,10,29,135.7605385,34.9912315
539,55,14,8,135.7655235,34.993912
540,55,14,43,135.7894595,35.008201
541,55,16,13,135.787039,35.01212
542,55,17,15,135.765176,34.9962555
543,55,17,52,135.7605385,34.9912315
544,55,18,32,135.7715805,34.9919985
545,55,18,53,135.7655235,34.993912
546,56,8,0,135.761855,35.03259
547,56,8,26,135.7679695,35.016412
548,56,9,34,135.756622,34.987583
549,56,10,30,135.761855,35.03259
550,56,11,11,135.7679695,35.016412
551,56,11,42,135.756622,34.987583
552,56,13,17,135.761855,35.03259
553,56,13,45,135.7679695,35.016412
554,56,14,35,135.7570505,35.0037495
555,56,15,5,135.7679695,35.016412
556,56,15,27,135.765363,35.0129715
557,56,15,56,135.761855,35.03259
558,56,17,40,135.756622,34.987583
559,57,8,0,135.812401,35.04833
560,57,8,24,135.792265,35.0104415
561,57,8,46,135.812401,35.04833
562,57,9,32,135.792265,35.0104415
563,57,10,1,135.7894595,35.008201
564,57,10,35,135.792265,35.0104415
565,57,16,18,135.784286,34.994452
566,57,19,7,135.812401,35.04833
567,57,19,37,135.7570505,35.0037495
568,58,8,0,135.8227825,34.995833
569,59,8,0,135.789744,35.0505105
570,59,8,25,135.784286,34.994452
571,59,11,12,135.779793,34.9968395
572,59,12,16,135.784286,34.994452
573,59,12,46,135.779793,34.9968395
574,59,13,52,135.789744,35.0505105
575,59,14,33,135.787039,35.01212
576,60,8,0,135.798107,35.0282215
577,60,9,15,135.7970205,35.032162
578,60,9,35,135.7679695,35.016412
579,60,12,7,135.7817325,35.0154755
580,60,12,46,135.7970205,35.032162
581,60,14,20,135.7817325,35.0154755
582,61,8,0,135.782951,35.0431775
583,61,8,25,135.779615,35.0256915
584,61,9,3,135.7679695,35.016412
585,61,9,34,135.7790175,34.994611
586,61,14,20,135.7679695,35.016412
587,61,14,42,135.7790175,34.994611
588,61,15,25,135.779793,34.9968395
589,61,15,51,135.7790175,34.994611
590,61,16,18,135.779793,34.9968395
591,61,16,38,135.7790175,34.994611
592,61,17,21,135.7679695,35.016412
593,61,17,42,135.765176,34.9962555
594,61,19,49,135.7655235,34.993912
595,62,8,0,135.787828,34.999973
596,62,8,41,135.7800475,35.0189255
597,62,10,1,135.787828,34.999973
598,62,10,33,135.7800475,35.0189255
599,63,8,0,135.8057245,35.020761
600,63,8,36,135.7570505,35.0037495
601,63,9,2,135.7353195,35.029866
602,63,10,16,135.8057245,35.020761
603,63,10,36,135.7570505,35.0037495
604,63,11,49,135.765176,34.9962555
605,63,12,34,135.7655235,34.993912
606,63,13,14,135.8057245,35.020761
607,63,13,43,135.7746525,35.004084
608,63,15,59,135.7570505,35.0037495
609,63,16,32,135.7655235,34.993912
610,63,17,3,135.7570505,35.0037495
611,63,17,40,135.7746525,35.004084
612,63,18,1,135.765669,35.0096815
613,64,8,0,135.876079,35.007397
614,64,8,50,135.818413,34.9917495
615,64,9,15,135.876079,35.007397
616,64,12,52,135.85625,35.0114995
617,64,13,37,135.864308,35.0115715
618,64,14,21,135.7605385,34.9912315
619,64,14,42,135.85625,35.0114995
620,64,15,11,135.818413,34.9917495
621,64,17,47,135.85625,35.0114995
622,64,18,15,135.818413,34.9917495
623,64,18,36,135.7746525,35.004084
624,64,19,58,135.7731105,34.9925735
625,65,8,0,135.6701645,35.020495
626,65,8,23,135.677087,35.0163655
627,65,9,7,135.6701645,35.020495
628,65,9,59,135.677087,35.0163655
629,65,10,32,135.6814325,35.0177845
630,65,12,54,135.677087,35.0163655
631,65,13,45,135.6712335,35.01464
632,65,14,29,135.677087,35.0163655
633,65,14,51,135.6701645,35.020495
634,65,15,22,135.677087,35.0163655
635,65,15,46,135.67436,35.015765
636,65,16,48,135.677087,35.0163655
637,66,8,0,135.755588,35.0209985
638,66,8,32,135.7941705,35.021666
639,66,9,36,135.7634075,35.0223815
640,66,12,44,135.718685,35.031905
641,66,13,9,135.71402,35.029143
642,66,13,34,135.755588,35.0209985
643,66,14,14,135.7634075,35.0223815
644,66,14,37,135.7679695,35.016412
645,66,17,34,135.7634075,35.0223815
646,66,19,24,135.71402,35.029143
647,67,8,0,135.751235,35.027755
648,67,10,26,135.718685,35.031905
649,67,11,31,135.7353195,35.029866
650,67,12,56,135.771,35.0003615
651,67,14,1,135.718685,35.031905
652,67,16,12,135.7353195,35.029866
653,67,16,49,135.718685,35.031905
654,67,18,22,135.771,35.0003615
655,67,18,48,135.751235,35.027755
656,67,19,16,135.771,35.0003615
657,67,19,39,135.7353195,35.029866
658,68,8,0,135.7146105,34.9935035
659,68,8,21,135.7570505,35.0037495
660,68,8,55,135.754661,34.985201
661,68,11,16,135.7146105,34.9935035
662,68,13,0,135.754661,34.985201
663,68,13,25,135.756622,34.987583
664,68,13,52,135.7146105,34.9935035
665,68,16,38,135.756622,34.987583
666,68,17,29,135.754661,34.985201
667,68,18,1,135.7146105,34.9935035
668,68,18,36,135.756622,34.987583
669,69,8,0,135.786347,34.989352
670,69,8,56,135.779793,34.9968395
671,69,9,41,135.784286,34.994452
672,69,11,59,135.779793,34.9968395
673,69,12,33,135.786347,34.989352
674,69,13,41,135.7731105,34.9925735
675,69,14,12,135.786347,34.989352
676,69,14,42,135.779793,34.9968395
677,69,16,6,135.7570505,35.0037495
678,69,16,27,135.786347,34.989352
679,69,17,8,135.7538105,34.9894565
680,69,17,29,135.784286,34.994452
681,69,18,17,135.779793,34.9968395
682,69,18,51,135.765669,35.0096815
683,69,19,16,135.786347,34.989352
684,70,8,0,135.772814,34.9876865
685,70,8,29,135.754661,34.985201
686,70,8,57,135.7570505,35.0037495
687,70,12,24,135.743551,34.9870415
688,70,12,56,135.747848,34.9816885
689,70,13,29,135.754661,34.985201
690,70,13,57,135.747848,34.9816885
691,70,14,19,135.743551,34.9870415
692,70,15,9,135.7570505,35.0037495
693,70,15,48,135.7679695,35.016412
694,70,16,20,135.7761325,35.006611
695,70,17,11,135.7746525,35.004084
696,70,17,55,135.7570505,35.0037495
697,70,18,18,135.7679695,35.016412
698,70,18,50,135.7634075,35.0223815
699,70,19,35,135.7570505,35.0037495
700,71,8,0,135.684213,34.992411
701,71,8,24,135.754661,34.985201
702,71,8,50,135.684213,34.992411
703,71,10,43,135.754661,34.985201
704,71,11,5,135.756622,34.987583
705,71,11,32,135.7538105,34.9894565
706,71,12,14,135.754661,34.985201
707,71,13,21,135.756622,34.987583
708,71,14,12,135.754661,34.985201
709,71,16,36,135.7538105,34.9894565
710,71,17,1,135.756622,34.987583
711,71,17,31,135.7538105,34.9894565
712,71,18,11,135.754661,34.985201
713,71,19,13,135.756622,34.987583
714,71,19,43,135.754661,34.985201
715,72,8,0,135.799019,34.9248745
716,72,9,10,135.7698025,34.968526
717,72,10,7,135.7657775,34.939008
718,72,11,39,135.799019,34.9248745
719,72,12,0,135.7698025,34.968526
720,72,12,52,135.756622,34.987583
721,72,15,50,135.7657775,34.939008
722,72,17,14,135.7828155,35.0130485
723,72,18,43,135.787039,35.01212
724,73,8,0,135.763483,35.1059355
725,73,17,56,135.7538105,34.9894565
726,73,18,26,135.763483,35.1059355
727,73,19,17,135.7302265,35.0398385
728,74,8,0,135.7538105,34.9894565
729,74,9,21,135.7522195,34.991444
730,74,9,49,135.7538105,34.9894565
731,74,10,16,135.754661,34.985201
732,74,11,32,135.7538105,34.9894565
733,74,16,27,135.754661,34.985201
734,74,17,10,135.756622,34.987583
735,74,19,1,135.7538105,34.9894565
736,74,19,25,135.7733285,34.988931
737,74,19,51,135.756622,34.987583
